onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stopped	trial_type	worker_id
3.014	0.85	0.4	71.0	stop_signal	71.0	0.726	False	go	s602
5.54	0.85	0.4	71.0	stop_signal	71.0	0.63	False	go	s602
7.794	0.85	0.4	89.0	stop_signal	89.0	0.441	False	stop_failure	s602
10.05	0.85	0.35	71.0	stop_signal	71.0	0.581	False	go	s602
12.306	0.85	0.35	89.0	stop_signal	89.0	0.843	False	go	s602
14.559	0.85	0.35	71.0	stop_signal	71.0	0.593	False	go	s602
16.946	0.85	0.35	89.0	stop_signal	89.0	0.612	False	go	s602
19.202	0.85	0.35	71.0	stop_signal	-1.0	n/a	True	stop_success	s602
21.453	0.85	0.4	71.0	stop_signal	71.0	0.539	False	go	s602
23.709	0.85	0.4	89.0	stop_signal	-1.0	n/a	True	stop_success	s602
25.965	0.85	0.45	89.0	stop_signal	-1.0	n/a	True	stop_success	s602
28.49	0.85	0.5	71.0	stop_signal	71.0	0.602	False	go	s602
30.879	0.85	0.5	89.0	stop_signal	89.0	0.764	False	go	s602
33.403	0.85	0.5	89.0	stop_signal	89.0	0.693	False	stop_failure	s602
35.658	0.85	0.45	71.0	stop_signal	71.0	0.612	False	go	s602
38.047	0.85	0.45	89.0	stop_signal	89.0	0.747	False	go	s602
40.439	0.85	0.45	71.0	stop_signal	71.0	0.596	False	go	s602
42.693	0.85	0.45	89.0	stop_signal	89.0	0.72	False	go	s602
45.082	0.85	0.45	89.0	stop_signal	89.0	0.757	False	go	s602
47.472	0.85	0.45	89.0	stop_signal	89.0	0.413	False	stop_failure	s602
49.86	0.85	0.4	89.0	stop_signal	89.0	0.712	False	go	s602
52.519	0.85	0.4	89.0	stop_signal	89.0	0.725	False	go	s602
55.047	0.85	0.4	71.0	stop_signal	71.0	0.537	False	stop_failure	s602
57.301	0.85	0.35	71.0	stop_signal	-1.0	n/a	True	stop_success	s602
60.237	0.85	0.4	71.0	stop_signal	71.0	0.657	False	go	s602
62.493	0.85	0.4	89.0	stop_signal	89.0	0.851	False	go	s602
65.018	0.85	0.4	89.0	stop_signal	-1.0	n/a	True	stop_success	s602
67.271	0.85	0.45	71.0	stop_signal	71.0	0.734	False	go	s602
69.527	0.85	0.45	89.0	stop_signal	89.0	1.049	False	go	s602
71.782	0.85	0.45	89.0	stop_signal	89.0	0.444	False	go	s602
