onset	duration	planning	condition	current_position	exp_stage	experiment_exp_id	goal_state	key_press	problem_id	response_time	start_state	trial_id	worker_id
-56.633	0.0	0	n/a	n/a	n/a	ward_and_allport	n/a	32.0	n/a	17.589	n/a	instructions	s602
3.009	2.289	1	UA_with_intermediate	0,0,0,2,3,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	2.289	1,0,0,2,3,0,0,0,0	to_hand	s602
5.299	1.886	0	UA_with_intermediate	1,0,0,2,3,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	1.886	1,0,0,2,3,0,0,0,0	to_board	s602
7.187	1.008	0	UA_with_intermediate	1,0,0,2,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	1.008	1,0,0,2,3,0,0,0,0	to_hand	s602
8.196	0.515	0	UA_with_intermediate	1,0,0,2,3,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	0.515	1,0,0,2,3,0,0,0,0	to_board	s602
8.712	0.626	0	UA_with_intermediate	1,0,0,2,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	0.626	1,0,0,2,3,0,0,0,0	to_hand	s602
9.34	0.5	0	UA_with_intermediate	1,0,0,2,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.5	1,0,0,2,3,0,0,0,0	to_board	s602
9.841	2.422	0	UA_with_intermediate	1,0,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	2.422	1,0,0,2,3,0,0,0,0	to_hand	s602
12.265	2.292	0	UA_with_intermediate	1,0,0,0,0,0,3,2,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	2.292	1,0,0,2,3,0,0,0,0	to_board	s602
14.559	1.353	0	UA_with_intermediate	0,0,0,0,0,0,3,2,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	1.353	1,0,0,2,3,0,0,0,0	to_hand	s602
15.912	0.724	0	UA_with_intermediate	0,0,0,1,0,0,3,2,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	0.724	1,0,0,2,3,0,0,0,0	to_board	s602
16.639	3.118	0	UA_with_intermediate	0,0,0,1,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	3.118	1,0,0,2,3,0,0,0,0	to_hand	s602
19.758	1.499	0	UA_with_intermediate	2,0,0,1,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	1.499	1,0,0,2,3,0,0,0,0	to_board	s602
21.259	0.866	0	UA_with_intermediate	2,0,0,1,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.866	1,0,0,2,3,0,0,0,0	to_hand	s602
22.125	1.641	0	UA_with_intermediate	2,0,0,1,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	1.641	1,0,0,2,3,0,0,0,0	to_board	s602
23.768	0.632	0	UA_with_intermediate	0,0,0,1,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.632	1,0,0,2,3,0,0,0,0	to_hand	s602
24.401	0.545	0	UA_with_intermediate	0,0,0,1,2,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	0.545	1,0,0,2,3,0,0,0,0	to_board	s602
24.947	2.74	0	UA_with_intermediate	0,0,0,1,2,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	2.74	1,0,0,2,3,0,0,0,0	to_hand	s602
27.688	0.501	0	UA_with_intermediate	0,0,0,1,2,3,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	0.501	1,0,0,2,3,0,0,0,0	to_board	s602
28.191	3.922	0	UA_with_intermediate	0,0,0,1,2,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	3.922	1,0,0,2,3,0,0,0,0	to_hand	s602
32.114	2.181	0	UA_with_intermediate	0,0,0,1,2,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	2.181	1,0,0,2,3,0,0,0,0	to_board	s602
34.298	0.923	0	UA_with_intermediate	0,0,0,1,2,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.923	1,0,0,2,3,0,0,0,0	to_hand	s602
35.222	1.037	0	UA_with_intermediate	0,0,0,1,2,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	1.037	1,0,0,2,3,0,0,0,0	to_board	s602
36.26	0.514	0	UA_with_intermediate	0,0,0,1,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	0.514	1,0,0,2,3,0,0,0,0	to_hand	s602
36.776	0.437	0	UA_with_intermediate	2,0,0,1,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.437	1,0,0,2,3,0,0,0,0	to_board	s602
37.215	2.949	0	UA_with_intermediate	2,0,0,1,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	2.949	1,0,0,2,3,0,0,0,0	to_hand	s602
