onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.009	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.505	71.0	False	crit_go	s594
5.365	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.537	71.0	False	noncrit_nosignal	s594
7.618	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.723	71.0	False	noncrit_signal	s594
10.07	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.486	71.0	False	noncrit_nosignal	s594
12.426	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.383	71.0	False	noncrit_signal	s594
15.082	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.398	71.0	False	noncrit_nosignal	s594
17.338	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.551	71.0	False	crit_stop_failure	s594
19.592	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.5	71.0	False	noncrit_nosignal	s594
22.044	0.85	0.2	71.0	motor_selective_stop_signal	89.0	0.361	71.0	False	crit_go	s594
24.299	0.85	0.2	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s594
26.853	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.5	71.0	False	crit_go	s594
29.106	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.445	71.0	False	noncrit_signal	s594
31.457	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.529	71.0	False	crit_stop_failure	s594
33.711	0.85	0.2	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s594
36.266	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.386	71.0	False	noncrit_nosignal	s594
38.817	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.478	71.0	False	noncrit_nosignal	s594
41.169	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.528	71.0	False	noncrit_nosignal	s594
43.522	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.472	71.0	False	noncrit_nosignal	s594
45.774	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.418	71.0	False	noncrit_signal	s594
48.228	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.613	71.0	False	crit_go	s594
50.483	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.379	71.0	False	noncrit_signal	s594
52.94	0.85	0.25	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s594
55.595	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.714	71.0	False	crit_go	s594
58.05	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.611	71.0	False	crit_go	s594
60.401	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.345	71.0	False	noncrit_signal	s594
62.656	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.441	71.0	False	noncrit_nosignal	s594
65.207	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.338	71.0	False	crit_go	s594
67.463	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.556	71.0	False	noncrit_nosignal	s594
69.716	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.474	71.0	False	noncrit_nosignal	s594
72.07	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.642	71.0	False	crit_go	s594
74.326	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.511	71.0	False	noncrit_signal	s594
76.979	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.492	71.0	False	noncrit_signal	s594
79.333	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.479	71.0	False	crit_go	s594
81.784	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.394	71.0	False	noncrit_signal	s594
84.136	0.85	0.3	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s594
86.391	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.634	71.0	False	crit_go	s594
88.643	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.58	71.0	False	crit_stop_failure	s594
90.898	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.387	71.0	False	noncrit_nosignal	s594
93.15	0.85	0.3	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s594
95.505	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.603	71.0	False	crit_go	s594
98.859	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.373	71.0	False	noncrit_nosignal	s594
101.412	0.85	0.35	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s594
104.164	0.85	0.4	71.0	motor_selective_stop_signal	71.0	0.537	71.0	False	crit_go	s594
106.92	0.85	0.4	89.0	motor_selective_stop_signal	89.0	0.46	71.0	False	noncrit_nosignal	s594
109.574	0.85	0.4	71.0	motor_selective_stop_signal	71.0	0.631	71.0	False	crit_stop_failure	s594
112.025	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.493	71.0	False	noncrit_nosignal	s594
114.277	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.552	71.0	False	crit_go	s594
116.63	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.392	71.0	False	noncrit_nosignal	s594
119.081	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.574	71.0	False	crit_go	s594
122.133	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.468	71.0	False	noncrit_nosignal	s594
134.996	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.472	71.0	False	noncrit_signal	s594
137.247	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.542	71.0	False	crit_go	s594
139.599	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.396	71.0	False	noncrit_nosignal	s594
141.952	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.339	71.0	False	noncrit_nosignal	s594
144.304	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.34	71.0	False	noncrit_signal	s594
146.656	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.512	71.0	False	crit_go	s594
149.012	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.446	71.0	False	noncrit_nosignal	s594
151.264	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.588	71.0	False	crit_stop_failure	s594
153.618	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.458	71.0	False	noncrit_nosignal	s594
156.07	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.554	71.0	False	crit_go	s594
158.423	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.369	71.0	False	noncrit_nosignal	s594
161.278	0.85	0.3	71.0	motor_selective_stop_signal	89.0	0.397	71.0	False	crit_go	s594
163.83	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.708	71.0	False	crit_go	s594
166.586	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.496	71.0	False	noncrit_signal	s594
168.838	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.509	71.0	False	crit_go	s594
171.09	0.85	0.3	71.0	motor_selective_stop_signal	89.0	0.43	71.0	False	crit_stop_failure	s594
173.943	0.85	0.25	71.0	motor_selective_stop_signal	89.0	0.379	71.0	False	crit_go	s594
176.298	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.568	71.0	False	crit_go	s594
178.55	0.85	0.25	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s594
180.805	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.552	71.0	False	noncrit_nosignal	s594
183.057	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.638	71.0	False	crit_go	s594
185.413	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.757	71.0	False	crit_go	s594
188.065	0.85	0.3	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s594
190.816	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.446	71.0	False	noncrit_nosignal	s594
193.068	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.523	71.0	False	crit_stop_failure	s594
195.825	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.43	71.0	False	noncrit_signal	s594
198.077	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.556	71.0	False	crit_go	s594
200.428	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.666	71.0	False	noncrit_nosignal	s594
202.783	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.597	71.0	False	noncrit_nosignal	s594
205.339	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.715	71.0	False	crit_go	s594
207.595	0.85	0.3	89.0	motor_selective_stop_signal	71.0	0.464	71.0	False	noncrit_signal	s594
209.851	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.56	71.0	False	noncrit_nosignal	s594
212.103	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.579	71.0	False	crit_go	s594
214.457	0.85	0.3	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s594
217.112	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.449	71.0	False	noncrit_nosignal	s594
219.463	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.493	71.0	False	noncrit_signal	s594
221.715	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.436	71.0	False	noncrit_nosignal	s594
224.067	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.486	71.0	False	crit_stop_failure	s594
226.419	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.503	71.0	False	noncrit_nosignal	s594
229.273	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.416	71.0	False	noncrit_nosignal	s594
231.726	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.458	71.0	False	crit_go	s594
234.082	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.409	71.0	False	noncrit_nosignal	s594
236.738	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.41	71.0	False	noncrit_nosignal	s594
238.994	0.85	0.3	89.0	motor_selective_stop_signal	71.0	0.363	71.0	False	noncrit_signal	s594
241.249	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.5	71.0	False	noncrit_nosignal	s594
243.503	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.722	71.0	False	crit_go	s594
245.955	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.63	71.0	False	crit_go	s594
248.309	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.579	71.0	False	crit_stop_failure	s594
250.563	0.85	0.25	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s594
252.917	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.422	71.0	False	noncrit_signal	s594
265.876	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.533	71.0	False	noncrit_nosignal	s594
268.232	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.581	71.0	False	crit_go	s594
270.486	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.605	71.0	False	crit_go	s594
272.74	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.399	71.0	False	noncrit_signal	s594
275.092	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.491	71.0	False	crit_stop_failure	s594
277.446	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.562	71.0	False	crit_go	s594
