onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stopped	trial_type	worker_id
3.016	0.85	0.4	89.0	stop_signal	71.0	1.006	False	go	s621
5.541	0.85	0.4	71.0	stop_signal	71.0	0.584	False	go	s621
7.794	0.85	0.4	89.0	stop_signal	89.0	0.623	False	stop_failure	s621
10.05	0.85	0.35	89.0	stop_signal	71.0	0.647	False	go	s621
12.306	0.85	0.35	71.0	stop_signal	71.0	0.525	False	go	s621
14.559	0.85	0.35	89.0	stop_signal	89.0	0.674	False	go	s621
16.951	0.85	0.35	71.0	stop_signal	71.0	0.498	False	go	s621
19.208	0.85	0.35	89.0	stop_signal	71.0	0.489	False	stop_failure	s621
21.463	0.85	0.3	89.0	stop_signal	89.0	0.569	False	go	s621
23.72	0.85	0.3	71.0	stop_signal	71.0	0.446	False	stop_failure	s621
25.976	0.85	0.25	89.0	stop_signal	-1.0	n/a	True	stop_success	s621
28.501	0.85	0.3	89.0	stop_signal	89.0	0.55	False	go	s621
30.893	0.85	0.3	89.0	stop_signal	89.0	0.81	False	go	s621
33.42	0.85	0.3	71.0	stop_signal	71.0	0.522	False	stop_failure	s621
35.672	0.85	0.25	89.0	stop_signal	89.0	0.567	False	go	s621
38.063	0.85	0.25	71.0	stop_signal	71.0	0.602	False	go	s621
40.454	0.85	0.25	89.0	stop_signal	89.0	0.578	False	go	s621
42.708	0.85	0.25	71.0	stop_signal	71.0	0.576	False	go	s621
45.098	0.85	0.25	71.0	stop_signal	71.0	0.556	False	go	s621
47.488	0.85	0.25	71.0	stop_signal	-1.0	n/a	True	stop_success	s621
49.879	0.85	0.3	71.0	stop_signal	71.0	0.5	False	go	s621
52.54	0.85	0.3	71.0	stop_signal	71.0	0.688	False	go	s621
55.069	0.85	0.3	89.0	stop_signal	89.0	0.43	False	stop_failure	s621
57.322	0.85	0.25	71.0	stop_signal	-1.0	n/a	True	stop_success	s621
60.258	0.85	0.3	89.0	stop_signal	89.0	0.495	False	go	s621
62.514	0.85	0.3	89.0	stop_signal	89.0	0.478	False	go	s621
65.039	0.85	0.3	89.0	stop_signal	-1.0	n/a	True	stop_success	s621
