onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stopped	trial_type	worker_id
3.009	0.85	0.3	71.0	stop_signal	71.0	0.496	False	stop_failure	s483
5.262	0.85	0.25	71.0	stop_signal	71.0	0.595	False	go	s483
7.922	0.85	0.25	71.0	stop_signal	71.0	0.415	False	go	s483
10.583	0.85	0.25	71.0	stop_signal	71.0	0.471	False	go	s483
12.836	0.85	0.25	71.0	stop_signal	71.0	0.467	False	go	s483
15.089	0.85	0.25	89.0	stop_signal	89.0	0.423	False	go	s483
17.477	0.85	0.25	89.0	stop_signal	89.0	0.433	False	stop_failure	s483
20.274	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s483
22.663	0.85	0.25	89.0	stop_signal	-1.0	n/a	True	stop_success	s483
24.916	0.85	0.3	71.0	stop_signal	71.0	0.526	False	stop_failure	s483
27.169	0.85	0.25	71.0	stop_signal	-1.0	n/a	True	stop_success	s483
29.421	0.85	0.3	89.0	stop_signal	89.0	0.538	False	go	s483
32.083	0.85	0.3	89.0	stop_signal	89.0	0.416	False	go	s483
34.744	0.85	0.3	89.0	stop_signal	89.0	0.49	False	go	s483
36.997	0.85	0.3	89.0	stop_signal	89.0	0.654	False	go	s483
39.522	0.85	0.3	89.0	stop_signal	89.0	0.418	False	go	s483
41.774	0.85	0.3	89.0	stop_signal	89.0	0.427	False	stop_failure	s483
44.299	0.85	0.25	89.0	stop_signal	89.0	0.491	False	go	s483
46.824	0.85	0.25	71.0	stop_signal	-1.0	n/a	True	stop_success	s483
49.348	0.85	0.3	71.0	stop_signal	-1.0	n/a	True	stop_success	s483
51.736	0.85	0.35	89.0	stop_signal	89.0	0.421	False	stop_failure	s483
54.261	0.85	0.3	89.0	stop_signal	89.0	0.414	False	go	s483
56.787	0.85	0.3	89.0	stop_signal	89.0	0.538	False	go	s483
59.175	0.85	0.3	89.0	stop_signal	89.0	0.374	False	go	s483
61.429	0.85	0.3	71.0	stop_signal	71.0	0.644	False	go	s483
63.954	0.85	0.3	89.0	stop_signal	89.0	0.561	False	go	s483
66.75	0.85	0.3	71.0	stop_signal	89.0	0.404	False	stop_failure	s483
69.275	0.85	0.25	89.0	stop_signal	89.0	0.381	False	stop_failure	s483
71.664	0.85	0.2	71.0	stop_signal	71.0	0.518	False	go	s483
73.917	0.85	0.2	71.0	stop_signal	-1.0	n/a	True	stop_success	s483
76.17	0.85	0.25	89.0	stop_signal	-1.0	n/a	True	stop_success	s483
78.423	0.85	0.3	71.0	stop_signal	-1.0	n/a	True	stop_success	s483
80.676	0.85	0.35	89.0	stop_signal	89.0	0.509	False	go	s483
83.201	0.85	0.35	71.0	stop_signal	71.0	0.608	False	go	s483
85.455	0.85	0.35	71.0	stop_signal	71.0	0.469	False	stop_failure	s483
87.708	0.85	0.3	71.0	stop_signal	71.0	0.608	False	go	s483
89.96	0.85	0.3	89.0	stop_signal	89.0	0.416	False	go	s483
92.213	0.85	0.3	71.0	stop_signal	71.0	0.444	False	go	s483
94.602	0.85	0.3	71.0	stop_signal	71.0	0.447	False	go	s483
