onset	duration	CTI	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task_type	task_switch	worker_id	first_trial_of_block
3.606	1.0	0.1	True	71.0	High-Low	stay	twobytwo	71.0	0.717	blue	4.0	cue_stay	magnitude	stay	s636	1
7.733	1.0	0.9	True	71.0	Color	n/a	twobytwo	71.0	0.346	orange	4.0	task_switch	color	switch	s636	0
10.245	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	0.765	blue	6.0	task_switch	magnitude	switch	s636	0
13.163	1.0	0.1	True	89.0	Color	n/a	twobytwo	89.0	1.326	blue	6.0	task_switch	color	switch	s636	0
15.674	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	0.548	orange	1.0	task_switch	magnitude	switch	s636	0
17.913	1.0	0.1	True	89.0	Magnitude	stay	twobytwo	89.0	0.838	orange	8.0	cue_stay	magnitude	stay	s636	0
20.952	1.0	0.9	True	89.0	High-Low	switch	twobytwo	89.0	0.533	orange	9.0	cue_switch	magnitude	stay	s636	0
23.855	1.0	0.9	True	71.0	Magnitude	switch	twobytwo	71.0	0.947	blue	1.0	cue_switch	magnitude	stay	s636	0
25.957	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	1.037	orange	9.0	task_switch	color	switch	s636	0
29.132	1.0	0.9	False	89.0	Magnitude	n/a	twobytwo	71.0	0.651	orange	9.0	task_switch	magnitude	switch	s636	0
31.643	1.0	0.1	True	89.0	Color	n/a	twobytwo	89.0	1.407	blue	2.0	task_switch	color	switch	s636	0
33.745	1.0	0.1	True	89.0	Orange-Blue	switch	twobytwo	89.0	1.464	blue	3.0	cue_switch	color	stay	s636	0
36.784	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	1.137	orange	2.0	task_switch	magnitude	switch	s636	0
38.887	1.0	0.1	True	71.0	Orange-Blue	n/a	twobytwo	71.0	1.119	orange	2.0	task_switch	color	switch	s636	0
42.198	1.0	0.9	True	71.0	Color	switch	twobytwo	71.0	1.171	orange	3.0	cue_switch	color	stay	s636	0
45.372	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.685	orange	3.0	task_switch	magnitude	switch	s636	0
47.474	1.0	0.1	False	71.0	Magnitude	switch	twobytwo	89.0	1.15	blue	1.0	cue_switch	magnitude	stay	s636	0
50.648	1.0	0.9	True	71.0	Color	n/a	twobytwo	71.0	0.847	orange	2.0	task_switch	color	switch	s636	0
52.751	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	1.124	orange	9.0	task_switch	magnitude	switch	s636	0
54.853	1.0	0.1	True	71.0	Magnitude	stay	twobytwo	71.0	0.994	blue	3.0	cue_stay	magnitude	stay	s636	0
