onset	duration	planning	condition	current_position	exp_stage	experiment_exp_id	goal_state	key_press	problem_id	response_time	start_state	trial_id	worker_id
-73.04	0.0	0	n/a	n/a	n/a	ward_and_allport	n/a	32.0	n/a	34.175	n/a	instructions	s561
-5.913	2.557	1	UA_with_intermediate	1,0,0,2,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	2.557	1,0,0,2,3,0,0,0,0	to_hand	s561
-3.355	0.794	0	UA_with_intermediate	1,0,0,2,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.794	1,0,0,2,3,0,0,0,0	to_board	s561
-2.559	0.379	0	UA_with_intermediate	1,0,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	0.379	1,0,0,2,3,0,0,0,0	to_hand	s561
-2.179	0.78	0	UA_with_intermediate	1,2,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.78	1,0,0,2,3,0,0,0,0	to_board	s561
-1.398	0.669	0	UA_with_intermediate	1,2,0,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.669	1,0,0,2,3,0,0,0,0	to_hand	s561
-0.727	0.466	0	UA_with_intermediate	1,2,3,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.466	1,0,0,2,3,0,0,0,0	to_board	s561
-0.259	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	0.0	n/a	n/a	feedback	s561
2.243	2.122	1	UA_with_intermediate	1,0,0,3,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	2.122	1,2,0,3,0,0,0,0,0	to_hand	s561
4.365	0.524	0	UA_with_intermediate	1,0,0,3,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.524	1,2,0,3,0,0,0,0,0	to_board	s561
4.891	0.431	0	UA_with_intermediate	1,0,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	71.0	1.0	0.431	1,2,0,3,0,0,0,0,0	to_hand	s561
5.323	0.494	0	UA_with_intermediate	1,3,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.494	1,2,0,3,0,0,0,0,0	to_board	s561
5.818	0.596	0	UA_with_intermediate	1,3,0,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.596	1,2,0,3,0,0,0,0,0	to_hand	s561
6.416	0.393	0	UA_with_intermediate	1,3,2,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.393	1,2,0,3,0,0,0,0,0	to_board	s561
6.813	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	feedback	s561
7.813	1.1	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	ITI	s561
8.914	1.739	1	UA_without_intermediate	0,0,0,1,2,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	1.739	0,0,0,1,2,0,3,0,0	to_hand	s561
10.654	0.433	0	UA_without_intermediate	3,0,0,1,2,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.433	0,0,0,1,2,0,3,0,0	to_board	s561
11.09	1.11	0	UA_without_intermediate	3,0,0,1,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	1.11	0,0,0,1,2,0,3,0,0	to_hand	s561
12.2	0.466	0	UA_without_intermediate	3,0,0,1,0,0,2,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	0.466	0,0,0,1,2,0,3,0,0	to_board	s561
12.668	1.321	0	UA_without_intermediate	3,0,0,0,0,0,2,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	1.321	0,0,0,1,2,0,3,0,0	to_hand	s561
13.99	0.893	0	UA_without_intermediate	3,0,0,1,0,0,2,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	0.893	0,0,0,1,2,0,3,0,0	to_board	s561
14.884	0.318	0	UA_without_intermediate	3,0,0,1,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	0.318	0,0,0,1,2,0,3,0,0	to_hand	s561
15.203	0.49	0	UA_without_intermediate	3,2,0,1,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.49	0,0,0,1,2,0,3,0,0	to_board	s561
15.695	0.478	0	UA_without_intermediate	3,2,0,0,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	0.478	0,0,0,1,2,0,3,0,0	to_hand	s561
16.173	0.331	0	UA_without_intermediate	3,2,1,0,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.331	0,0,0,1,2,0,3,0,0	to_board	s561
16.507	1.0	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	2.0	n/a	n/a	feedback	s561
17.507	1.2	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	2.0	n/a	n/a	ITI	s561
18.71	2.072	1	UA_without_intermediate	0,0,0,1,0,0,3,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	71.0	3.0	2.072	0,0,0,1,2,0,3,0,0	to_hand	s561
20.783	0.558	0	UA_without_intermediate	2,0,0,1,0,0,3,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	89.0	3.0	0.558	0,0,0,1,2,0,3,0,0	to_board	s561
21.343	0.634	0	UA_without_intermediate	2,0,0,1,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	82.0	3.0	0.634	0,0,0,1,2,0,3,0,0	to_hand	s561
21.978	0.409	0	UA_without_intermediate	2,3,0,1,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	89.0	3.0	0.409	0,0,0,1,2,0,3,0,0	to_board	s561
22.389	0.462	0	UA_without_intermediate	2,3,0,0,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	71.0	3.0	0.462	0,0,0,1,2,0,3,0,0	to_hand	s561
22.851	0.394	0	UA_without_intermediate	2,3,1,0,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	89.0	3.0	0.394	0,0,0,1,2,0,3,0,0	to_board	s561
23.248	1.0	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	3.0	n/a	n/a	feedback	s561
24.248	1.0	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	3.0	n/a	n/a	ITI	s561
27.255	2.504	1	PA_with_intermediate	0,0,0,0,0,0,1,2,0	test	ward_and_allport	0,0,0,2,0,0,1,3,0	82.0	0.0	2.504	0,0,0,0,0,0,1,2,3	to_hand	s561
29.76	0.826	0	PA_with_intermediate	3,0,0,0,0,0,1,2,0	test	ward_and_allport	0,0,0,2,0,0,1,3,0	89.0	0.0	0.826	0,0,0,0,0,0,1,2,3	to_board	s561
30.587	1.753	0	PA_with_intermediate	3,0,0,0,0,0,1,0,0	test	ward_and_allport	0,0,0,2,0,0,1,3,0	82.0	0.0	1.753	0,0,0,0,0,0,1,2,3	to_hand	s561
32.341	0.578	0	PA_with_intermediate	3,0,0,2,0,0,1,0,0	test	ward_and_allport	0,0,0,2,0,0,1,3,0	71.0	0.0	0.578	0,0,0,0,0,0,1,2,3	to_board	s561
32.922	0.91	0	PA_with_intermediate	0,0,0,2,0,0,1,0,0	test	ward_and_allport	0,0,0,2,0,0,1,3,0	89.0	0.0	0.91	0,0,0,0,0,0,1,2,3	to_hand	s561
33.833	1.359	0	PA_with_intermediate	0,0,0,2,0,0,1,3,0	test	ward_and_allport	0,0,0,2,0,0,1,3,0	82.0	0.0	1.359	0,0,0,0,0,0,1,2,3	to_board	s561
35.196	1.0	0	PA_with_intermediate	n/a	test	ward_and_allport	n/a	-1.0	0.0	n/a	n/a	feedback	s561
36.196	2.768	0	PA_with_intermediate	n/a	test	ward_and_allport	n/a	-1.0	0.0	n/a	n/a	ITI	s561
38.966	1.793	1	PA_with_intermediate	0,0,0,1,2,0,0,0,0	test	ward_and_allport	0,0,0,1,3,0,2,0,0	71.0	1.0	1.793	0,0,0,1,2,3,0,0,0	to_hand	s561
40.759	1.152	0	PA_with_intermediate	3,0,0,1,2,0,0,0,0	test	ward_and_allport	0,0,0,1,3,0,2,0,0	89.0	1.0	1.152	0,0,0,1,2,3,0,0,0	to_board	s561
41.914	0.862	0	PA_with_intermediate	3,0,0,1,0,0,0,0,0	test	ward_and_allport	0,0,0,1,3,0,2,0,0	71.0	1.0	0.862	0,0,0,1,2,3,0,0,0	to_hand	s561
42.777	0.563	0	PA_with_intermediate	3,0,0,1,0,0,2,0,0	test	ward_and_allport	0,0,0,1,3,0,2,0,0	82.0	1.0	0.563	0,0,0,1,2,3,0,0,0	to_board	s561
43.341	0.454	0	PA_with_intermediate	0,0,0,1,0,0,2,0,0	test	ward_and_allport	0,0,0,1,3,0,2,0,0	89.0	1.0	0.454	0,0,0,1,2,3,0,0,0	to_hand	s561
43.797	0.398	0	PA_with_intermediate	0,0,0,1,3,0,2,0,0	test	ward_and_allport	0,0,0,1,3,0,2,0,0	71.0	1.0	0.398	0,0,0,1,2,3,0,0,0	to_board	s561
44.203	1.0	0	PA_with_intermediate	n/a	test	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	feedback	s561
45.203	1.68	0	PA_with_intermediate	n/a	test	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	ITI	s561
46.885	1.392	1	PA_without_intermediate	0,0,0,0,0,0,1,2,0	test	ward_and_allport	1,0,0,3,2,0,0,0,0	82.0	2.0	1.392	0,0,0,0,0,0,1,2,3	to_hand	s561
48.278	0.579	0	PA_without_intermediate	0,0,0,3,0,0,1,2,0	test	ward_and_allport	1,0,0,3,2,0,0,0,0	71.0	2.0	0.579	0,0,0,0,0,0,1,2,3	to_board	s561
48.859	0.939	0	PA_without_intermediate	0,0,0,3,0,0,1,0,0	test	ward_and_allport	1,0,0,3,2,0,0,0,0	82.0	2.0	0.939	0,0,0,0,0,0,1,2,3	to_hand	s561
49.798	0.456	0	PA_without_intermediate	0,0,0,3,2,0,1,0,0	test	ward_and_allport	1,0,0,3,2,0,0,0,0	71.0	2.0	0.456	0,0,0,0,0,0,1,2,3	to_board	s561
50.257	0.574	0	PA_without_intermediate	0,0,0,3,2,0,0,0,0	test	ward_and_allport	1,0,0,3,2,0,0,0,0	82.0	2.0	0.574	0,0,0,0,0,0,1,2,3	to_hand	s561
50.832	0.395	0	PA_without_intermediate	1,0,0,3,2,0,0,0,0	test	ward_and_allport	1,0,0,3,2,0,0,0,0	89.0	2.0	0.395	0,0,0,0,0,0,1,2,3	to_board	s561
51.232	1.0	0	PA_without_intermediate	n/a	test	ward_and_allport	n/a	-1.0	2.0	n/a	n/a	feedback	s561
52.232	2.224	0	PA_without_intermediate	n/a	test	ward_and_allport	n/a	-1.0	2.0	n/a	n/a	ITI	s561
54.459	1.316	1	PA_without_intermediate	1,2,0,0,0,0,0,0,0	test	ward_and_allport	0,0,0,3,2,0,1,0,0	89.0	3.0	1.316	1,2,3,0,0,0,0,0,0	to_hand	s561
55.776	0.584	0	PA_without_intermediate	1,2,0,3,0,0,0,0,0	test	ward_and_allport	0,0,0,3,2,0,1,0,0	71.0	3.0	0.584	1,2,3,0,0,0,0,0,0	to_board	s561
56.363	0.686	0	PA_without_intermediate	1,0,0,3,0,0,0,0,0	test	ward_and_allport	0,0,0,3,2,0,1,0,0	89.0	3.0	0.686	1,2,3,0,0,0,0,0,0	to_hand	s561
57.049	0.514	0	PA_without_intermediate	1,0,0,3,2,0,0,0,0	test	ward_and_allport	0,0,0,3,2,0,1,0,0	71.0	3.0	0.514	1,2,3,0,0,0,0,0,0	to_board	s561
57.565	0.399	0	PA_without_intermediate	0,0,0,3,2,0,0,0,0	test	ward_and_allport	0,0,0,3,2,0,1,0,0	89.0	3.0	0.399	1,2,3,0,0,0,0,0,0	to_hand	s561
