onset	duration	correct	correct_response	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	response_time	trial_id	worker_id
3.016	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s640
3.524	1.7	1.0	89.0	n/a	attention_network_task	up	left	incongruent	89	0.649	stim	s640
5.628	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s640
6.14	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.451	stim	s640
8.246	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s640
8.758863999999999	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.48	stim	s640
10.864	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s640
11.376728	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.478	stim	s640
13.481	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s640
13.993592000000001	1.7	1.0	89.0	n/a	attention_network_task	down	left	incongruent	89	0.592	stim	s640
16.099	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s640
16.612	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.458	stim	s640
18.717	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s640
19.229864000000003	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.382	stim	s640
21.335	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s640
21.847864	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.617	stim	s640
23.952	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s640
24.465	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.533	stim	s640
26.57	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s640
27.081592	1.7	1.0	71.0	n/a	attention_network_task	down	right	incongruent	71	0.615	stim	s640
29.189	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s640
29.700456	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.542	stim	s640
31.805	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s640
32.317864	1.7	1.0	71.0	n/a	attention_network_task	up	right	congruent	71	0.664	stim	s640
34.423	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s640
34.930864	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.538	stim	s640
37.035	0.1	n/a	n/a	spatial	attention_network_task	n/a	n/a	n/a	-1	n/a	spatialcue	s640
37.548	1.7	1.0	71.0	n/a	attention_network_task	up	right	incongruent	71	0.591	stim	s640
39.653	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s640
40.16	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.461	stim	s640
42.265	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s640
42.771864	1.7	1.0	89.0	n/a	attention_network_task	down	left	congruent	89	0.573	stim	s640
44.877	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s640
45.39	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.506	stim	s640
47.494	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s640
48.006864	1.7	1.0	71.0	n/a	attention_network_task	down	right	congruent	71	0.476	stim	s640
50.112	0.1	n/a	n/a	double	attention_network_task	n/a	n/a	n/a	-1	n/a	doublecue	s640
50.625	1.7	1.0	89.0	n/a	attention_network_task	up	left	congruent	89	0.44	stim	s640
