onset	duration	CTI	correct	correct_response	cue	cue_switch	experiment_exp_id	key_press	response_time	stim_color	stim_number	switch_type	task_type	task_switch	worker_id	first_trial_of_block
4.429	1.0	0.9	True	71.0	High-Low	switch	twobytwo	71.0	0.492	orange	8.0	cue_switch	magnitude	stay	s640	1
6.673	1.0	0.1	False	71.0	Color	n/a	twobytwo	89.0	0.712	blue	2.0	task_switch	color	switch	s640	0
9.856	1.0	0.9	True	89.0	Magnitude	n/a	twobytwo	89.0	0.529	orange	2.0	task_switch	magnitude	switch	s640	0
12.901	1.0	0.9	True	71.0	Magnitude	stay	twobytwo	71.0	0.607	orange	6.0	cue_stay	magnitude	stay	s640	0
16.08	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.869	blue	1.0	task_switch	color	switch	s640	0
18.991	1.0	0.9	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.386	orange	9.0	cue_stay	color	stay	s640	0
21.919	1.0	0.1	True	71.0	Color	switch	twobytwo	71.0	0.742	blue	3.0	cue_switch	color	stay	s640	0
25.234	1.0	0.9	True	71.0	Color	stay	twobytwo	71.0	0.545	blue	7.0	cue_stay	color	stay	s640	0
28.143	1.0	0.9	True	71.0	Color	stay	twobytwo	71.0	0.525	blue	9.0	cue_stay	color	stay	s640	0
30.798	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	0.745	blue	6.0	task_switch	magnitude	switch	s640	0
33.841	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.402	orange	8.0	task_switch	color	switch	s640	0
35.954	1.0	0.1	True	71.0	Orange-Blue	stay	twobytwo	71.0	0.583	blue	8.0	cue_stay	color	stay	s640	0
38.064	1.0	0.1	True	89.0	Color	switch	twobytwo	89.0	0.724	orange	3.0	cue_switch	color	stay	s640	0
40.311	1.0	0.1	True	71.0	Color	stay	twobytwo	71.0	0.571	blue	9.0	cue_stay	color	stay	s640	0
42.557	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	0.583	orange	3.0	task_switch	magnitude	switch	s640	0
45.737	1.0	0.9	True	89.0	High-Low	switch	twobytwo	89.0	0.675	orange	2.0	cue_switch	magnitude	stay	s640	0
49.867	1.0	0.9	True	89.0	Magnitude	switch	twobytwo	89.0	0.843	orange	3.0	cue_switch	magnitude	stay	s640	0
52.775	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.508	orange	6.0	task_switch	color	switch	s640	0
55.684	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.728	blue	4.0	task_switch	magnitude	switch	s640	0
58.867	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.631	blue	8.0	task_switch	color	switch	s640	0
61.911	1.0	0.9	True	71.0	Color	switch	twobytwo	71.0	0.525	blue	6.0	cue_switch	color	stay	s640	0
64.819	1.0	0.9	True	71.0	Color	stay	twobytwo	71.0	0.66	blue	6.0	cue_stay	color	stay	s640	0
66.926	1.0	0.1	True	71.0	Color	stay	twobytwo	71.0	0.647	blue	2.0	cue_stay	color	stay	s640	0
69.838	1.0	0.9	True	71.0	Color	stay	twobytwo	71.0	0.7	blue	3.0	cue_stay	color	stay	s640	0
72.627	1.0	0.1	True	71.0	Magnitude	n/a	twobytwo	71.0	0.621	orange	9.0	task_switch	magnitude	switch	s640	0
75.534	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.714	blue	4.0	task_switch	color	switch	s640	0
78.714	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.563	orange	4.0	task_switch	magnitude	switch	s640	0
80.822	1.0	0.1	True	89.0	Magnitude	switch	twobytwo	89.0	0.546	orange	3.0	cue_switch	magnitude	stay	s640	0
83.202	1.0	0.1	True	89.0	High-Low	switch	twobytwo	89.0	0.653	blue	2.0	cue_switch	magnitude	stay	s640	0
87.061	1.0	0.9	True	89.0	Orange-Blue	n/a	twobytwo	89.0	0.743	orange	6.0	task_switch	color	switch	s640	0
89.969	1.0	0.9	True	71.0	Color	switch	twobytwo	71.0	0.371	blue	8.0	cue_switch	color	stay	s640	0
92.877	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.6	orange	9.0	task_switch	magnitude	switch	s640	0
95.788	1.0	0.9	True	71.0	Magnitude	stay	twobytwo	71.0	0.584	blue	7.0	cue_stay	magnitude	stay	s640	0
98.696	1.0	0.9	True	71.0	High-Low	switch	twobytwo	71.0	0.939	blue	8.0	cue_switch	magnitude	stay	s640	0
100.939	1.0	0.1	True	89.0	Color	n/a	twobytwo	89.0	0.518	orange	2.0	task_switch	color	switch	s640	0
103.046	1.0	0.1	True	71.0	High-Low	n/a	twobytwo	71.0	0.891	orange	9.0	task_switch	magnitude	switch	s640	0
105.153	1.0	0.1	True	71.0	Magnitude	switch	twobytwo	71.0	0.684	orange	7.0	cue_switch	magnitude	stay	s640	0
108.061	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.507	blue	2.0	task_switch	color	switch	s640	0
110.445	1.0	0.1	True	89.0	High-Low	n/a	twobytwo	89.0	0.749	orange	4.0	task_switch	magnitude	switch	s640	0
112.687	1.0	0.1	True	71.0	Color	n/a	twobytwo	71.0	0.562	blue	9.0	task_switch	color	switch	s640	0
115.598	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.708	blue	6.0	task_switch	magnitude	switch	s640	0
118.644	1.0	0.9	True	89.0	Color	n/a	twobytwo	89.0	0.739	orange	9.0	task_switch	color	switch	s640	0
122.372	1.0	0.9	True	71.0	Orange-Blue	switch	twobytwo	71.0	0.53	blue	8.0	cue_switch	color	stay	s640	0
125.688	1.0	0.9	True	71.0	Magnitude	n/a	twobytwo	71.0	0.531	orange	8.0	task_switch	magnitude	switch	s640	0
128.599	1.0	0.9	True	71.0	Orange-Blue	n/a	twobytwo	71.0	0.711	blue	7.0	task_switch	color	switch	s640	0
130.846	1.0	0.1	True	89.0	Orange-Blue	stay	twobytwo	89.0	0.573	orange	1.0	cue_stay	color	stay	s640	0
133.89	1.0	0.9	True	89.0	Color	switch	twobytwo	89.0	0.649	orange	7.0	cue_switch	color	stay	s640	0
136.938	1.0	0.9	True	89.0	High-Low	n/a	twobytwo	89.0	0.831	blue	2.0	task_switch	magnitude	switch	s640	0
139.593	1.0	0.1	True	89.0	Color	n/a	twobytwo	89.0	0.842	orange	9.0	task_switch	color	switch	s640	0
141.836	1.0	0.1	True	89.0	Magnitude	n/a	twobytwo	89.0	0.683	blue	1.0	task_switch	magnitude	switch	s640	0
143.943	1.0	0.1	False	71.0	Color	n/a	twobytwo	89.0	0.772	blue	1.0	task_switch	color	switch	s640	0
146.05	1.0	0.1	True	71.0	Color	stay	twobytwo	71.0	0.712	blue	9.0	cue_stay	color	stay	s640	0
148.957	1.0	0.9	True	71.0	High-Low	n/a	twobytwo	71.0	0.574	blue	8.0	task_switch	magnitude	switch	s640	0
151.068	1.0	0.1	False	89.0	Orange-Blue	n/a	twobytwo	-1.0	n/a	orange	9.0	task_switch	color	switch	s640	0
